,us_states,industry,2019_jobs,2020_jobs,2021_jobs
3397,Nebraska,    Waste management and remediation services ,3179.0,3187.0,3212.0
3398,Nebraska,   Educational services ,24615.0,22934.0,23642.0
3399,Nebraska,   Health care and social assistance ,146837.0,143173.0,145717.0
3400,Nebraska,    Ambulatory health care services ,49582.0,49285.0,52219.0
3401,Nebraska,    Hospitals ,35271.0,35362.0,36081.0
3402,Nebraska,    Nursing and residential care facilities ,29409.0,28425.0,27415.0
3403,Nebraska,    Social assistance ,32575.0,30101.0,30002.0
3404,Nebraska,"   Arts, entertainment, and recreation ",26047.0,22013.0,24070.0
3405,Nebraska,"    Performing arts, spectator sports, and related industries ",11696.0,10023.0,10855.0
3406,Nebraska,"    Museums, historical sites, and similar institutions ",1566.0,1128.0,1235.0
3407,Nebraska,"    Amusement, gambling, and recreation industries ",12785.0,10862.0,11980.0
3408,Nebraska,   Accommodation and food services ,84751.0,74127.0,79624.0
3409,Nebraska,    Accommodation ,9989.0,7443.0,7988.0
3410,Nebraska,    Food services and drinking places ,74762.0,66684.0,71636.0
3411,Nebraska,   Other services (except government and government enterprises) ,69829.0,67064.0,67409.0
3412,Nebraska,    Repair and maintenance ,16448.0,16505.0,17044.0
3413,Nebraska,    Personal and laundry services ,24751.0,23799.0,24167.0
3414,Nebraska,"    Religious, grantmaking, civic, professional, and similar organizations ",22990.0,21994.0,21402.0
3415,Nebraska,    Private households ,5640.0,4766.0,4796.0
3416,Nebraska,  Government and government enterprises ,176173.0,172178.0,173208.0
3417,Nebraska,   Federal civilian ,17010.0,17452.0,16947.0
3418,Nebraska,   Military ,12549.0,12605.0,12691.0
3419,Nebraska,   State and local ,146614.0,142121.0,143570.0
3420,Nebraska,    State government ,35029.0,34673.0,34543.0
3421,Nebraska,    Local government ,111585.0,107448.0,109027.0
3422,Nevada,Total employment (number of jobs) ,1884215.0,1770936.0,1875709.0
3423,Nevada, Wage and salary employment ,1461660.0,1317519.0,1409465.0
3424,Nevada, Proprietors employment ,422555.0,453417.0,466244.0
3425,Nevada,  Farm proprietors employment ,2938.0,2937.0,2982.0
3426,Nevada,  Nonfarm proprietors employment 2/,419617.0,450480.0,463262.0
3427,Nevada, Farm employment ,5064.0,5184.0,5028.0
3428,Nevada, Nonfarm employment ,1879151.0,1765752.0,1870681.0
3429,Nevada,  Private nonfarm employment ,1697699.0,1588435.0,1693540.0
3430,Nevada,"   Forestry, fishing, and related activities ",1901.0,1935.0,1937.0
3431,Nevada,    Forestry and logging ,,,
3432,Nevada,"    Fishing, hunting and trapping ",,,
3433,Nevada,    Support activities for agriculture and forestry ,1437.0,1482.0,1479.0
3434,Nevada,"   Mining, quarrying, and oil and gas extraction ",17666.0,18358.0,18132.0
3435,Nevada,    Oil and gas extraction ,1435.0,1351.0,1253.0
3436,Nevada,    Mining (except oil and gas) ,13882.0,14364.0,14128.0
3437,Nevada,    Support activities for mining ,2349.0,2643.0,2751.0
3438,Nevada,   Utilities ,4453.0,4525.0,4526.0
3439,Nevada,   Construction ,116071.0,115479.0,120249.0
3440,Nevada,    Construction of buildings ,21972.0,21229.0,22296.0
3441,Nevada,    Heavy and civil engineering construction ,9692.0,10258.0,11387.0
3442,Nevada,    Specialty trade contractors ,84407.0,83992.0,86566.0
3443,Nevada,   Manufacturing ,65381.0,62281.0,66978.0
3444,Nevada,    Durable goods manufacturing ,43453.0,40943.0,44006.0
3445,Nevada,     Wood product manufacturing ,1577.0,1639.0,1917.0
3446,Nevada,     Nonmetallic mineral product manufacturing ,3972.0,3783.0,4036.0
3447,Nevada,     Primary metal manufacturing ,1428.0,990.0,654.0
3448,Nevada,     Fabricated metal product manufacturing ,7131.0,6993.0,7207.0
3449,Nevada,     Machinery manufacturing ,2263.0,2011.0,2081.0
3450,Nevada,     Computer and electronic product manufacturing ,3841.0,3698.0,4123.0
3451,Nevada,"     Electrical equipment, appliance, and component manufacturing ",11190.0,10710.0,12661.0
3452,Nevada,"     Motor vehicles, bodies and trailers, and parts manufacturing ",899.0,975.0,
3453,Nevada,     Other transportation equipment manufacturing ,855.0,754.0,
3454,Nevada,     Furniture and related product manufacturing ,2182.0,2045.0,2155.0
3455,Nevada,     Miscellaneous manufacturing ,8115.0,7345.0,7276.0
3456,Nevada,    Nondurable goods manufacturing ,21928.0,21338.0,22972.0
3457,Nevada,     Food manufacturing ,7177.0,6808.0,7359.0
3458,Nevada,     Beverage and tobacco product manufacturing ,1002.0,1102.0,1343.0
3459,Nevada,     Textile mills ,,,
3460,Nevada,     Textile product mills ,925.0,728.0,740.0
3461,Nevada,     Apparel manufacturing ,522.0,597.0,
3462,Nevada,     Leather and allied product manufacturing ,,,
3463,Nevada,     Paper manufacturing ,1030.0,955.0,1021.0
3464,Nevada,     Printing and related support activities ,4519.0,4208.0,4100.0
3465,Nevada,     Petroleum and coal products manufacturing ,300.0,254.0,299.0
3466,Nevada,     Chemical manufacturing ,2744.0,2786.0,3200.0
3467,Nevada,     Plastics and rubber products manufacturing ,3530.0,3671.0,4055.0
3468,Nevada,   Wholesale trade ,44178.0,42193.0,43982.0
3469,Nevada,   Retail trade ,180589.0,175398.0,185306.0
3470,Nevada,    Motor vehicle and parts dealers ,18916.0,18228.0,19178.0
3471,Nevada,    Furniture and home furnishings stores ,5174.0,4661.0,4955.0
3472,Nevada,    Electronics and appliance stores ,4966.0,4689.0,4651.0
3473,Nevada,    Building material and garden equipment and supplies dealers ,9795.0,10404.0,10828.0
3474,Nevada,    Food and beverage stores ,25967.0,27607.0,28240.0
3475,Nevada,    Health and personal care stores ,11326.0,10505.0,11302.0
3476,Nevada,    Gasoline stations ,9340.0,9186.0,9635.0
3477,Nevada,    Clothing and clothing accessories stores ,22835.0,17245.0,19567.0
3478,Nevada,"    Sporting goods, hobby, musical instrument, and book stores ",5750.0,5387.0,6076.0
3479,Nevada,    General merchandise stores ,26738.0,27231.0,27643.0
3480,Nevada,    Miscellaneous store retailers ,18672.0,17851.0,20050.0
3481,Nevada,    Nonstore retailers ,21110.0,22404.0,23181.0
3482,Nevada,   Transportation and warehousing ,119310.0,123763.0,137427.0
3483,Nevada,    Air transportation ,8685.0,8437.0,8482.0
3484,Nevada,    Rail transportation ,611.0,534.0,510.0
3485,Nevada,    Water transportation ,100.0,65.0,64.0
3486,Nevada,    Truck transportation ,14577.0,14775.0,15604.0
3487,Nevada,    Transit and ground passenger transportation ,42426.0,33290.0,33229.0
3488,Nevada,    Pipeline transportation ,38.0,34.0,33.0
3489,Nevada,    Scenic and sightseeing transportation ,1584.0,833.0,858.0
3490,Nevada,    Support activities for transportation ,9691.0,8729.0,9109.0
3491,Nevada,    Couriers and messengers ,15048.0,22563.0,27599.0
3492,Nevada,    Warehousing and storage ,26550.0,34503.0,41939.0
3493,Nevada,   Information ,21175.0,19251.0,21137.0
3494,Nevada,    Publishing industries (except Internet) ,4051.0,4271.0,4565.0
3495,Nevada,    Motion picture and sound recording industries ,4509.0,2682.0,3605.0
3496,Nevada,    Broadcasting (except Internet) ,2201.0,2153.0,2111.0
3497,Nevada,    Internet publishing and broadcasting 3/,,,
3498,Nevada,    Telecommunications ,5628.0,5632.0,5698.0
3499,Nevada,"    Data processing, hosting, and related services ",3352.0,3185.0,3603.0
3500,Nevada,    Other information services 3/,1434.0,1328.0,1555.0
3501,Nevada,   Finance and insurance ,84940.0,97744.0,103909.0
3502,Nevada,    Monetary Authorities-central bank ,,,
3503,Nevada,    Credit intermediation and related activities ,22393.0,23883.0,25205.0
3504,Nevada,"    Securities, commodity contracts, and other financial investments and related activities ",32117.0,40464.0,43862.0
3505,Nevada,    Insurance carriers and related activities ,22416.0,23006.0,23483.0
3506,Nevada,"    Funds, trusts, and other financial vehicles ",,,
3507,Nevada,   Real estate and rental and leasing ,101398.0,106898.0,110419.0
3508,Nevada,    Real estate ,90584.0,97495.0,100615.0
3509,Nevada,    Rental and leasing services ,10606.0,9174.0,9561.0
3510,Nevada,    Lessors of nonfinancial intangible assets (except copyrighted works) ,208.0,229.0,243.0
3511,Nevada,"   Professional, scientific, and technical services ",106292.0,106738.0,109638.0
3512,Nevada,   Management of companies and enterprises ,32961.0,30905.0,32573.0
3513,Nevada,   Administrative and support and waste management and remediation services ,138997.0,126401.0,132423.0
3514,Nevada,    Administrative and support services ,134563.0,122221.0,128120.0
3515,Nevada,    Waste management and remediation services ,4434.0,4180.0,4303.0
3516,Nevada,   Educational services ,21467.0,20163.0,21845.0
3517,Nevada,   Health care and social assistance ,155008.0,154922.0,160792.0
3518,Nevada,    Ambulatory health care services ,72307.0,73569.0,79057.0
3519,Nevada,    Hospitals ,33723.0,33970.0,34387.0
3520,Nevada,    Nursing and residential care facilities ,16430.0,16471.0,15851.0
3521,Nevada,    Social assistance ,32548.0,30912.0,31497.0
3522,Nevada,"   Arts, entertainment, and recreation ",59999.0,49675.0,55322.0
3523,Nevada,"    Performing arts, spectator sports, and related industries ",28340.0,24253.0,26039.0
3524,Nevada,"    Museums, historical sites, and similar institutions ",892.0,720.0,850.0
3525,Nevada,"    Amusement, gambling, and recreation industries ",30767.0,24702.0,28433.0
3526,Nevada,   Accommodation and food services ,333316.0,244158.0,276961.0
3527,Nevada,    Accommodation ,191923.0,127975.0,140598.0
3528,Nevada,    Food services and drinking places ,141393.0,116183.0,136363.0
3529,Nevada,   Other services (except government and government enterprises) ,92597.0,87648.0,89984.0
3530,Nevada,    Repair and maintenance ,22030.0,22023.0,22932.0
3531,Nevada,    Personal and laundry services ,45974.0,42880.0,44695.0
3532,Nevada,"    Religious, grantmaking, civic, professional, and similar organizations ",13579.0,13332.0,12805.0
3533,Nevada,    Private households ,11014.0,9413.0,9552.0
3534,Nevada,  Government and government enterprises ,181452.0,177317.0,177141.0
3535,Nevada,   Federal civilian ,19773.0,20983.0,21002.0
3536,Nevada,   Military ,19545.0,19921.0,20721.0
3537,Nevada,   State and local ,142134.0,136413.0,135418.0
3538,Nevada,    State government ,37442.0,36185.0,35547.0
3539,Nevada,    Local government ,104692.0,100228.0,99871.0
3540,New Hampshire,Total employment (number of jobs) ,890110.0,858502.0,888593.0
3541,New Hampshire, Wage and salary employment ,696058.0,654255.0,679137.0
3542,New Hampshire, Proprietors employment ,194052.0,204247.0,209456.0
3543,New Hampshire,  Farm proprietors employment ,3851.0,3849.0,3851.0
3544,New Hampshire,  Nonfarm proprietors employment 2/,190201.0,200398.0,205605.0
3545,New Hampshire, Farm employment ,5171.0,5110.0,5143.0
3546,New Hampshire, Nonfarm employment ,884939.0,853392.0,883450.0
3547,New Hampshire,  Private nonfarm employment ,790516.0,763087.0,793526.0
3548,New Hampshire,"   Forestry, fishing, and related activities ",2834.0,2821.0,2796.0
3549,New Hampshire,    Forestry and logging ,1329.0,1251.0,1240.0
3550,New Hampshire,"    Fishing, hunting and trapping ",,,
3551,New Hampshire,    Support activities for agriculture and forestry ,,,
3552,New Hampshire,"   Mining, quarrying, and oil and gas extraction ",1165.0,1285.0,1244.0
3553,New Hampshire,    Oil and gas extraction ,349.0,327.0,303.0
3554,New Hampshire,    Mining (except oil and gas) ,675.0,786.0,
3555,New Hampshire,    Support activities for mining ,141.0,172.0,
3556,New Hampshire,   Utilities ,2209.0,2215.0,2253.0
3557,New Hampshire,   Construction ,53607.0,55384.0,57804.0
3558,New Hampshire,    Construction of buildings ,11267.0,11817.0,12359.0
3559,New Hampshire,    Heavy and civil engineering construction ,4261.0,4312.0,4197.0
3560,New Hampshire,    Specialty trade contractors ,38079.0,39255.0,41248.0
3561,New Hampshire,   Manufacturing ,75940.0,71860.0,72321.0
3562,New Hampshire,    Durable goods manufacturing ,56406.0,53528.0,53664.0
3563,New Hampshire,     Wood product manufacturing ,1966.0,1873.0,1867.0
3564,New Hampshire,     Nonmetallic mineral product manufacturing ,2136.0,2064.0,2082.0
3565,New Hampshire,     Primary metal manufacturing ,2488.0,2277.0,2139.0
3566,New Hampshire,     Fabricated metal product manufacturing ,12270.0,11823.0,11920.0
3567,New Hampshire,     Machinery manufacturing ,7371.0,7133.0,7539.0
3568,New Hampshire,     Computer and electronic product manufacturing ,16741.0,16045.0,15658.0
3569,New Hampshire,"     Electrical equipment, appliance, and component manufacturing ",4414.0,4053.0,3967.0
3570,New Hampshire,"     Motor vehicles, bodies and trailers, and parts manufacturing ",971.0,859.0,849.0
3571,New Hampshire,     Other transportation equipment manufacturing ,1714.0,1445.0,1430.0
3572,New Hampshire,     Furniture and related product manufacturing ,1158.0,1062.0,1046.0
3573,New Hampshire,     Miscellaneous manufacturing ,5177.0,4894.0,5167.0
3574,New Hampshire,    Nondurable goods manufacturing ,19534.0,18332.0,18657.0
3575,New Hampshire,     Food manufacturing ,3216.0,3137.0,3273.0
3576,New Hampshire,     Beverage and tobacco product manufacturing ,1426.0,1425.0,1508.0
3577,New Hampshire,     Textile mills ,1880.0,1644.0,1552.0
3578,New Hampshire,     Textile product mills ,273.0,259.0,268.0
3579,New Hampshire,     Apparel manufacturing ,642.0,648.0,657.0
3580,New Hampshire,     Leather and allied product manufacturing ,247.0,226.0,215.0
3581,New Hampshire,     Paper manufacturing ,839.0,783.0,650.0
3582,New Hampshire,     Printing and related support activities ,2549.0,2267.0,2258.0
3583,New Hampshire,     Petroleum and coal products manufacturing ,268.0,247.0,259.0
3584,New Hampshire,     Chemical manufacturing ,2599.0,2655.0,2741.0
3585,New Hampshire,     Plastics and rubber products manufacturing ,5595.0,5041.0,5276.0
3586,New Hampshire,   Wholesale trade ,31050.0,30383.0,32206.0
3587,New Hampshire,   Retail trade ,110233.0,106058.0,108800.0
3588,New Hampshire,    Motor vehicle and parts dealers ,13828.0,12680.0,12851.0
3589,New Hampshire,    Furniture and home furnishings stores ,3042.0,2824.0,3129.0
3590,New Hampshire,    Electronics and appliance stores ,3058.0,2903.0,2859.0
3591,New Hampshire,    Building material and garden equipment and supplies dealers ,10069.0,10630.0,10909.0
3592,New Hampshire,    Food and beverage stores ,23134.0,23401.0,22950.0
3593,New Hampshire,    Health and personal care stores ,4854.0,4532.0,4652.0
3594,New Hampshire,    Gasoline stations ,4735.0,4533.0,4522.0
3595,New Hampshire,    Clothing and clothing accessories stores ,6462.0,4878.0,5230.0
3596,New Hampshire,"    Sporting goods, hobby, musical instrument, and book stores ",4993.0,4396.0,4827.0
3597,New Hampshire,    General merchandise stores ,14377.0,13629.0,14257.0
3598,New Hampshire,    Miscellaneous store retailers ,9522.0,8499.0,9115.0
3599,New Hampshire,    Nonstore retailers ,12159.0,13153.0,13499.0
3600,New Hampshire,   Transportation and warehousing ,22538.0,23755.0,25514.0
3601,New Hampshire,    Air transportation ,657.0,620.0,628.0
3602,New Hampshire,    Rail transportation ,84.0,84.0,80.0
3603,New Hampshire,    Water transportation ,,,
3604,New Hampshire,    Truck transportation ,4390.0,4264.0,4426.0
3605,New Hampshire,    Transit and ground passenger transportation ,7160.0,5430.0,5529.0
3606,New Hampshire,    Pipeline transportation ,,,
3607,New Hampshire,    Scenic and sightseeing transportation ,387.0,293.0,348.0
3608,New Hampshire,    Support activities for transportation ,1725.0,1670.0,1703.0
3609,New Hampshire,    Couriers and messengers ,,8322.0,9482.0
3610,New Hampshire,    Warehousing and storage ,3041.0,3045.0,3291.0
3611,New Hampshire,   Information ,14709.0,14319.0,14219.0
3612,New Hampshire,    Publishing industries (except Internet) ,6099.0,6178.0,6183.0
3613,New Hampshire,    Motion picture and sound recording industries ,1250.0,853.0,892.0
3614,New Hampshire,    Broadcasting (except Internet) ,850.0,783.0,758.0
3615,New Hampshire,    Internet publishing and broadcasting 3/,,,
3616,New Hampshire,    Telecommunications ,4304.0,4346.0,4071.0
3617,New Hampshire,"    Data processing, hosting, and related services ",1634.0,1568.0,1658.0
3618,New Hampshire,    Other information services 3/,572.0,591.0,657.0
3619,New Hampshire,   Finance and insurance ,41674.0,44405.0,45988.0
3620,New Hampshire,    Monetary Authorities-central bank ,0.0,0.0,0.0
3621,New Hampshire,    Credit intermediation and related activities ,8597.0,8663.0,8980.0
3622,New Hampshire,"    Securities, commodity contracts, and other financial investments and related activities ",16457.0,18710.0,20123.0
3623,New Hampshire,    Insurance carriers and related activities ,15622.0,15790.0,15535.0
3624,New Hampshire,"    Funds, trusts, and other financial vehicles ",998.0,1242.0,1350.0
3625,New Hampshire,   Real estate and rental and leasing ,39108.0,42126.0,43308.0
3626,New Hampshire,    Real estate ,36062.0,39236.0,40377.0
3627,New Hampshire,    Rental and leasing services ,2999.0,2855.0,2897.0
3628,New Hampshire,    Lessors of nonfinancial intangible assets (except copyrighted works) ,47.0,35.0,34.0
3629,New Hampshire,"   Professional, scientific, and technical services ",64674.0,64877.0,68392.0
3630,New Hampshire,   Management of companies and enterprises ,10107.0,9933.0,10404.0
3631,New Hampshire,   Administrative and support and waste management and remediation services ,47917.0,45844.0,48056.0
3632,New Hampshire,    Administrative and support services ,45664.0,43584.0,45807.0
3633,New Hampshire,    Waste management and remediation services ,2253.0,2260.0,2249.0
3634,New Hampshire,   Educational services ,33060.0,31845.0,33036.0
3635,New Hampshire,   Health care and social assistance ,104790.0,100646.0,102701.0
3636,New Hampshire,    Ambulatory health care services ,40973.0,40284.0,42105.0
3637,New Hampshire,    Hospitals ,30222.0,29134.0,29118.0
3638,New Hampshire,    Nursing and residential care facilities ,14721.0,14288.0,13910.0
3639,New Hampshire,    Social assistance ,18874.0,16940.0,17568.0
3640,New Hampshire,"   Arts, entertainment, and recreation ",23785.0,19922.0,22051.0
3641,New Hampshire,"    Performing arts, spectator sports, and related industries ",10465.0,9444.0,9933.0
3642,New Hampshire,"    Museums, historical sites, and similar institutions ",678.0,480.0,514.0
3643,New Hampshire,"    Amusement, gambling, and recreation industries ",12642.0,9998.0,11604.0
3644,New Hampshire,   Accommodation and food services ,65820.0,53324.0,59625.0
3645,New Hampshire,    Accommodation ,11188.0,8018.0,9196.0
3646,New Hampshire,    Food services and drinking places ,54632.0,45306.0,50429.0
3647,New Hampshire,   Other services (except government and government enterprises) ,45296.0,42085.0,42808.0
3648,New Hampshire,    Repair and maintenance ,11911.0,11646.0,11947.0
3649,New Hampshire,    Personal and laundry services ,17915.0,16576.0,17182.0
3650,New Hampshire,"    Religious, grantmaking, civic, professional, and similar organizations ",11449.0,10462.0,10233.0
3651,New Hampshire,    Private households ,4021.0,3401.0,3446.0
3652,New Hampshire,  Government and government enterprises ,94423.0,90305.0,89924.0
3653,New Hampshire,   Federal civilian ,7952.0,8305.0,8206.0
3654,New Hampshire,   Military ,4521.0,4346.0,4305.0
3655,New Hampshire,   State and local ,81950.0,77654.0,77413.0
3656,New Hampshire,    State government ,24771.0,23614.0,23386.0
3657,New Hampshire,    Local government ,57179.0,54040.0,54027.0
3658,New Jersey,Total employment (number of jobs) ,5571414.0,5319600.0,5537228.0
3659,New Jersey, Wage and salary employment ,4265276.0,3922444.0,4100453.0
3660,New Jersey, Proprietors employment ,1306138.0,1397156.0,1436775.0
3661,New Jersey,  Farm proprietors employment ,8824.0,8818.0,8824.0
3662,New Jersey,  Nonfarm proprietors employment 2/,1297314.0,1388338.0,1427951.0
3663,New Jersey, Farm employment ,16960.0,15676.0,17313.0
3664,New Jersey, Nonfarm employment ,5554454.0,5303924.0,5519915.0
3665,New Jersey,  Private nonfarm employment ,4938904.0,4714902.0,4933816.0
3666,New Jersey,"   Forestry, fishing, and related activities ",6647.0,6426.0,6364.0
3667,New Jersey,    Forestry and logging ,392.0,387.0,394.0
3668,New Jersey,"    Fishing, hunting and trapping ",1527.0,1520.0,1539.0
3669,New Jersey,    Support activities for agriculture and forestry ,4728.0,4519.0,4431.0
3670,New Jersey,"   Mining, quarrying, and oil and gas extraction ",2766.0,2873.0,2708.0
3671,New Jersey,    Oil and gas extraction ,,,874.0
3672,New Jersey,    Mining (except oil and gas) ,1543.0,1588.0,1571.0
3673,New Jersey,    Support activities for mining ,,,263.0
3674,New Jersey,   Utilities ,16064.0,15433.0,15905.0
3675,New Jersey,   Construction ,254626.0,256120.0,266536.0
3676,New Jersey,    Construction of buildings ,59462.0,62275.0,65764.0
3677,New Jersey,    Heavy and civil engineering construction ,22760.0,22155.0,21602.0
3678,New Jersey,    Specialty trade contractors ,172404.0,171690.0,179170.0
3679,New Jersey,   Manufacturing ,266645.0,253689.0,257347.0
3680,New Jersey,    Durable goods manufacturing ,124226.0,116955.0,118367.0
3681,New Jersey,     Wood product manufacturing ,3197.0,3276.0,3395.0
3682,New Jersey,     Nonmetallic mineral product manufacturing ,11722.0,10756.0,10644.0
3683,New Jersey,     Primary metal manufacturing ,4498.0,4021.0,3713.0
3684,New Jersey,     Fabricated metal product manufacturing ,23358.0,22069.0,21768.0
3685,New Jersey,     Machinery manufacturing ,14806.0,13817.0,14353.0
3686,New Jersey,     Computer and electronic product manufacturing ,25128.0,24290.0,25876.0
3687,New Jersey,"     Electrical equipment, appliance, and component manufacturing ",7240.0,6858.0,6636.0
3688,New Jersey,"     Motor vehicles, bodies and trailers, and parts manufacturing ",2260.0,,2097.0
3689,New Jersey,     Other transportation equipment manufacturing ,3671.0,,3522.0
3690,New Jersey,     Furniture and related product manufacturing ,7897.0,7103.0,7346.0
3691,New Jersey,     Miscellaneous manufacturing ,20449.0,19241.0,19017.0
3692,New Jersey,    Nondurable goods manufacturing ,142419.0,136734.0,138980.0
3693,New Jersey,     Food manufacturing ,39440.0,37904.0,38256.0
3694,New Jersey,     Beverage and tobacco product manufacturing ,3923.0,4271.0,5078.0
3695,New Jersey,     Textile mills ,1341.0,1287.0,1270.0
3696,New Jersey,     Textile product mills ,2882.0,2580.0,2701.0
3697,New Jersey,     Apparel manufacturing ,5533.0,4826.0,4829.0
3698,New Jersey,     Leather and allied product manufacturing ,588.0,438.0,421.0
3699,New Jersey,     Paper manufacturing ,9472.0,8874.0,8784.0
3700,New Jersey,     Printing and related support activities ,14736.0,13484.0,13424.0
3701,New Jersey,     Petroleum and coal products manufacturing ,2973.0,2855.0,2622.0
3702,New Jersey,     Chemical manufacturing ,46465.0,45848.0,47194.0
3703,New Jersey,     Plastics and rubber products manufacturing ,15066.0,14367.0,14401.0
3704,New Jersey,   Wholesale trade ,236760.0,225352.0,228606.0
3705,New Jersey,   Retail trade ,533077.0,501151.0,526065.0
3706,New Jersey,    Motor vehicle and parts dealers ,54932.0,48372.0,50288.0
3707,New Jersey,    Furniture and home furnishings stores ,18170.0,15430.0,17473.0
3708,New Jersey,    Electronics and appliance stores ,14934.0,13603.0,13690.0
3709,New Jersey,    Building material and garden equipment and supplies dealers ,34216.0,34735.0,36739.0
3710,New Jersey,    Food and beverage stores ,121760.0,119847.0,119809.0
3711,New Jersey,    Health and personal care stores ,43457.0,41166.0,43670.0
3712,New Jersey,    Gasoline stations ,20258.0,20217.0,20992.0
3713,New Jersey,    Clothing and clothing accessories stores ,55002.0,42309.0,47657.0
3714,New Jersey,"    Sporting goods, hobby, musical instrument, and book stores ",16153.0,14086.0,15847.0
3715,New Jersey,    General merchandise stores ,73079.0,66828.0,73121.0
3716,New Jersey,    Miscellaneous store retailers ,36946.0,34934.0,37033.0
3717,New Jersey,    Nonstore retailers ,44170.0,49624.0,49746.0
3718,New Jersey,   Transportation and warehousing ,326497.0,332310.0,354050.0
3719,New Jersey,    Air transportation ,19104.0,16603.0,15477.0
3720,New Jersey,    Rail transportation ,,,
3721,New Jersey,    Water transportation ,1351.0,958.0,940.0
3722,New Jersey,    Truck transportation ,59433.0,59109.0,63047.0
3723,New Jersey,    Transit and ground passenger transportation ,100611.0,81541.0,81482.0
3724,New Jersey,    Pipeline transportation ,523.0,496.0,500.0
3725,New Jersey,    Scenic and sightseeing transportation ,785.0,,
3726,New Jersey,    Support activities for transportation ,29840.0,26932.0,27889.0
3727,New Jersey,    Couriers and messengers ,,70586.0,83228.0
3728,New Jersey,    Warehousing and storage ,65516.0,73569.0,78975.0
3729,New Jersey,   Information ,85039.0,86963.0,89200.0
3730,New Jersey,    Publishing industries (except Internet) ,22032.0,22566.0,23937.0
3731,New Jersey,    Motion picture and sound recording industries ,9719.0,7626.0,8025.0
3732,New Jersey,    Broadcasting (except Internet) ,4777.0,4633.0,4799.0
3733,New Jersey,    Internet publishing and broadcasting 3/,,,
3734,New Jersey,    Telecommunications ,27874.0,30101.0,29163.0
3735,New Jersey,"    Data processing, hosting, and related services ",13238.0,14161.0,14415.0
3736,New Jersey,    Other information services 3/,7399.0,7876.0,8861.0
3737,New Jersey,   Finance and insurance ,344742.0,369715.0,386296.0
3738,New Jersey,    Monetary Authorities-central bank ,0.0,0.0,0.0
3739,New Jersey,    Credit intermediation and related activities ,78489.0,79186.0,82724.0
3740,New Jersey,"    Securities, commodity contracts, and other financial investments and related activities ",142852.0,163106.0,176104.0
3741,New Jersey,    Insurance carriers and related activities ,105848.0,105922.0,103917.0
3742,New Jersey,"    Funds, trusts, and other financial vehicles ",17553.0,21501.0,23551.0
3743,New Jersey,   Real estate and rental and leasing ,335908.0,359623.0,369867.0
3744,New Jersey,    Real estate ,313115.0,340195.0,350521.0
3745,New Jersey,    Rental and leasing services ,21773.0,18389.0,18290.0
3746,New Jersey,    Lessors of nonfinancial intangible assets (except copyrighted works) ,1020.0,1039.0,1056.0
3747,New Jersey,"   Professional, scientific, and technical services ",466254.0,459518.0,473937.0
3748,New Jersey,   Management of companies and enterprises ,96999.0,96128.0,95583.0
3749,New Jersey,   Administrative and support and waste management and remediation services ,356889.0,332657.0,358141.0
3750,New Jersey,    Administrative and support services ,341771.0,318103.0,343498.0
3751,New Jersey,    Waste management and remediation services ,15118.0,14554.0,14643.0
3752,New Jersey,   Educational services ,140595.0,128865.0,135081.0
3753,New Jersey,   Health care and social assistance ,678200.0,637572.0,658519.0
3754,New Jersey,    Ambulatory health care services ,297055.0,279126.0,295983.0
3755,New Jersey,    Hospitals ,154408.0,153572.0,154325.0
3756,New Jersey,    Nursing and residential care facilities ,97979.0,90471.0,87601.0
3757,New Jersey,    Social assistance ,128758.0,114403.0,120610.0
3758,New Jersey,"   Arts, entertainment, and recreation ",128229.0,100358.0,113219.0
3759,New Jersey,"    Performing arts, spectator sports, and related industries ",59638.0,53150.0,55847.0
3760,New Jersey,"    Museums, historical sites, and similar institutions ",2113.0,1384.0,1532.0
3761,New Jersey,"    Amusement, gambling, and recreation industries ",66478.0,45824.0,55840.0
3762,New Jersey,   Accommodation and food services ,359135.0,276136.0,314644.0
3763,New Jersey,    Accommodation ,58330.0,38420.0,43233.0
3764,New Jersey,    Food services and drinking places ,300805.0,237716.0,271411.0
3765,New Jersey,   Other services (except government and government enterprises) ,303832.0,274013.0,281748.0
3766,New Jersey,    Repair and maintenance ,54534.0,52217.0,54016.0
3767,New Jersey,    Personal and laundry services ,135751.0,121680.0,128261.0
3768,New Jersey,"    Religious, grantmaking, civic, professional, and similar organizations ",77433.0,69646.0,68893.0
3769,New Jersey,    Private households ,36114.0,30470.0,30578.0
3770,New Jersey,  Government and government enterprises ,615550.0,589022.0,586099.0
3771,New Jersey,   Federal civilian ,48557.0,50672.0,49029.0
3772,New Jersey,   Military ,25824.0,25636.0,25833.0
3773,New Jersey,   State and local ,541169.0,512714.0,511237.0
3774,New Jersey,    State government ,141939.0,139644.0,136310.0
3775,New Jersey,    Local government ,399230.0,373070.0,374927.0
3776,New Mexico,Total employment (number of jobs) ,1116979.0,1069680.0,1087348.0
3777,New Mexico, Wage and salary employment ,890675.0,833811.0,846784.0
3778,New Mexico, Proprietors employment ,226304.0,235869.0,240564.0
3779,New Mexico,  Farm proprietors employment ,21206.0,21195.0,21120.0
3780,New Mexico,  Nonfarm proprietors employment 2/,205098.0,214674.0,219444.0
3781,New Mexico, Farm employment ,28135.0,28428.0,27764.0
3782,New Mexico, Nonfarm employment ,1088844.0,1041252.0,1059584.0
